image_path,bridges_any,bridges_damage,buildings_affected,buildings_any,buildings_destroyed,buildings_major,buildings_minor,debris_any,flooding_any,flooding_structures,roads_any,roads_damage,trees_any,trees_damage,water_any
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618259\0_000_132361b3a8-a67f-4952-b82c-1d92ebf4d866.jpg,0.010798697,0.014681924,0.16447902,0.4472784,0.0027527486,0.008026145,0.10054962,0.0074816644,0.07520833,0.07473353,0.028019458,0.05914448,0.67927295,0.042801443,0.5877107
D:\ladidataset\ladi_v2_resized\v2\images_resized\9075\614011\A0008AP-_cd356d2b-5a67-420e-b443-e2ced06a646f.jpg,0.0066884398,0.0018960119,0.45092034,0.25687632,0.00089959125,0.0024478529,0.009156773,0.0020756677,0.04230084,0.028989777,0.24598558,0.0028710302,0.9646529,0.029100662,0.058340754
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618292\1_000_180e12beba-cc24-40c9-816c-c5217d83a490.jpg,6.584505e-39,0.0,1.7571276e-34,1.0,0.0,0.0,0.0,5.059105e-29,0.0,0.0,1.0,2.9482243e-38,1.0,4.4284834e-13,1.0
D:\ladidataset\ladi_v2_resized\v2\images_resized\3043\291609\DSC_0279_3d268d02-e87a-4149-83f4-5cf2149884ba.jpg,0.006130931,0.00022850581,0.059075404,0.9526863,3.269151e-05,0.00028551085,0.0009535122,0.0003926868,0.013850329,0.009025345,0.6131731,0.0041343034,0.566328,0.003857499,0.2918795
D:\ladidataset\ladi_v2_resized\v2\images_resized\1013\20195\DSC_0177_4d171f7e-defe-4854-a138-2cfb28cbacb8.jpg,0.006459183,0.0022665164,0.024193414,0.029703485,0.0010305621,0.0017519196,0.0055728233,0.0004334707,0.023857366,0.0060194777,0.0117417285,0.03977192,0.9719847,0.0043967785,0.9148391
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0050\0_000_02_359.jpg,0.023739554,0.013611197,0.053334255,0.11996748,0.0025012374,0.0034707615,0.012419984,0.035407223,0.040814716,0.011273474,0.024001108,0.013858838,0.60208917,0.033195008,0.21651298
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Fiona_Sept_2022\Source\22-1-5800\A0030\1_000_06_010.jpg,0.0054564998,0.009290401,0.004180963,0.039600737,0.0012666368,0.00069475354,0.004149659,0.00066806155,0.042811796,0.0040261727,0.2017922,0.00056102674,0.6125416,0.0071115093,0.039865322
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\1_000_01_344.jpg,0.020387033,0.000645593,0.0014172622,0.3350091,6.935986e-05,0.0001083964,0.002691448,0.0028773902,0.0011200961,0.00024941223,0.4453841,0.0014190172,0.7642992,0.00025622034,0.14868653
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0028\0_000_04_273.jpg,0.2646296,0.013243674,0.14763552,0.90174466,0.0011440952,0.001068833,0.017647373,0.008158733,0.05242239,0.001989418,0.84339607,0.006607316,0.60361075,0.11170784,0.5729599
D:\ladidataset\ladi_v2_resized\v2\images_resized\9075\614011\A0008AP-_c0b66942-7c31-414e-b263-f6bc2b9ef810.jpg,0.061354965,0.007828739,0.12866548,0.053656746,0.003106491,0.007415832,0.0045836745,0.015742827,0.08827565,0.01717497,0.8101452,0.07686452,0.6033954,0.095174864,0.43079114
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\0_000_01_154.jpg,0.007822614,0.00017568578,0.00926347,0.97196305,0.005569352,0.0008548766,0.00030593842,0.00508853,0.04896757,0.0006563325,0.99829775,0.00039547132,0.8552928,0.003765074,0.19586365
D:\ladidataset\ladi_v2_resized\v2\images_resized\9073\613556\DSC_0050_4461fe3b-a35d-4087-8e38-1ccbb1cfad37.jpg,0.9602905,0.004859317,0.006698749,0.13630858,0.0047849966,0.011994047,0.007906704,0.025649551,0.26661068,0.011231208,0.20404299,0.012653209,0.13458861,0.0055589536,0.1392955
D:\ladidataset\ladi_v2_resized\v2\images_resized\3045\291572\DSC_0845_9f82ab85-820e-4c2d-b33c-9832c87a7619.jpg,0.0027645389,0.0013332113,0.0051037655,0.0005957556,0.0003961728,0.00013615027,0.0014648144,0.00014193809,0.008057154,0.005705537,0.021290865,0.006199582,0.9980197,0.0027517881,0.028786993
D:\ladidataset\ladi_v2_resized\v2\images_resized\9099\615279\DSC_0505_6afeabdd-5653-4d5b-8a02-0e48097486d0.jpg,0.0020092211,1.1106251e-05,0.7577198,0.9992993,2.5062964e-05,0.0013126376,0.0063569923,0.026817719,7.2610135e-05,0.0008534051,0.95234144,2.9334553e-05,0.9822696,0.014172586,0.9796666
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_HI_Wildfires_Aug_2023\Source\23-C-5605\A0002_WALDO_AerialNadir\0_000_01_022.jpg,0.0009349376,0.0006844153,0.00065346045,0.00039142824,0.0027872557,0.0006767797,0.0067327907,0.0006521872,0.089178026,0.0003561825,0.005596182,0.028391436,0.2732386,0.088652894,0.48254585
D:\ladidataset\ladi_v2_resized\v2\images_resized\9073\613935\DSC_0732_044b929e-5843-45c7-a60a-54505d92fa4a.jpg,0.0015939047,0.0008144342,0.34982923,0.73363596,0.07085007,0.008212473,0.32759374,0.024362646,0.0041099256,0.0023697815,0.09445398,0.0035910716,0.9552634,0.014718902,0.12503187
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0004\1_000_12_165.jpg,0.15922664,1.9615132e-05,0.0033783247,0.9743326,0.0012281629,0.0003997234,0.0054615354,0.035139423,0.0009861661,4.6021723e-05,0.48776287,0.0054562073,0.890301,0.00404726,0.038769122
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Idalia_Aug_2023\Source\23-1-5699\A03_AerialOblique\DSC_1517.JPG,0.0015408334,0.00011812267,0.008601951,0.892027,0.000559815,0.00014498204,0.0065331,0.0011784441,0.000649087,0.0007908029,0.8855963,0.0015638445,0.1123531,6.9679736e-05,0.48010698
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618292\0_000_166c01dfd1-5563-4753-bfb9-851cff33f3ee.jpg,0.001721269,0.0012205662,0.18405338,0.6518898,0.0025337467,0.0013238279,0.0027288299,0.017458968,0.02506698,0.003684221,0.038948353,0.009001182,0.6933235,0.008484212,0.096918665
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618234\1_000_07959561aa-ad51-403a-beaf-42efeb7fa42c.jpg,0.005786009,0.00881777,0.24172361,0.04444861,0.0007911918,0.0006768429,0.0040162667,0.0056312853,0.11013253,0.056785792,0.024470348,0.010731446,0.24104752,0.030632459,0.06372384
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_PA_Storms_Aug_2023\Source\23-C-5603\A0004_AerialNadir\1_000_04_079.jpg,0.0056857476,0.0025506287,0.005143616,0.025519717,0.0004477118,0.0007095071,0.0018714301,0.009615812,0.004096786,0.0019290763,0.0024961093,0.017643645,0.2159195,0.009984787,0.119227104
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618252\0_000_12363acd40-353d-405b-a8f6-80dab66ba7cd.jpg,0.1610691,0.007940458,0.0083303675,0.0051055527,0.0011630944,7.419112e-05,0.006810875,0.0062764063,0.35424384,0.005438831,0.2021619,0.0020836045,0.66545117,0.07851259,0.44201872
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618252\0_000_203d0bba25-7d88-421d-9670-498a156d1b79.jpg,0.06453997,0.00020512815,0.0001355257,0.0024184368,0.00014614938,7.849453e-05,0.0004320854,0.0060132043,0.24978383,0.0005985544,0.1998312,0.0065857647,0.63377976,0.15737352,0.74006
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618203\1_000_02441fe145-5756-40bc-8ce1-8742fdb7be53.jpg,0.031498216,9.253418e-05,0.09862542,0.9939944,0.00031099838,0.009178234,0.008370663,0.025498653,0.15238811,0.0015689186,0.97420096,0.011246444,0.91034937,0.0072328635,0.18861255
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0023A\0_000_01_214.jpg,0.16656484,0.057475757,0.02809385,0.3125996,0.010135123,0.005014867,0.040589828,0.037412833,0.055102766,0.008480892,0.1693224,0.016437057,0.8710189,0.0064556617,0.36791056
D:\ladidataset\ladi_v2_resized\v2\images_resized\3045\291603\A0034162_50b7c53c-cad0-4da6-be0b-09a33c042ed0.jpg,0.0006529911,0.00086659996,0.03177436,0.004113026,0.0012056798,4.6201705e-05,0.004589197,0.0021585936,0.04529554,0.0042337016,0.0023648222,0.0021758128,0.9969903,0.11712829,0.5578042
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_KY_Flooding_July_2022\Source\22-1-5611\A0028\0_000_08_052.jpg,0.0009945068,0.00026769176,0.000776162,0.10419432,0.00012460025,0.00023602146,0.0009642315,0.004473527,0.00034917085,0.00019307672,0.019607054,0.0011088823,0.5718915,0.0020006257,0.23306087
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618256\1_000_20cea58ae1-6555-4254-b0ae-b6b371045bc6.jpg,0.009621491,0.00090896594,0.001606391,0.06282352,4.5578454e-05,9.6164484e-05,0.001194198,0.0021170066,0.0010099765,0.00052170793,0.037647374,0.0007598002,0.8176282,0.0009353502,0.1571084
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\1_000_05_228.jpg,0.0003212668,0.00016859069,0.001115715,0.0005028304,0.00016461576,0.00023933474,0.0019265475,0.00038285519,0.006366436,1.1571356e-05,4.1730396e-05,0.00046318074,0.069209516,0.0035514408,0.014728419
D:\ladidataset\ladi_v2_resized\v2\images_resized\9073\613550\DSC_1331_a62fd392-46df-4ea2-98bc-64c60ec5cf89.jpg,0.0026247706,0.001429341,0.0032568397,0.022329658,0.0017445709,0.0015036473,0.004560153,0.022275591,0.0020667217,0.0012288252,0.012127377,0.002943294,0.58033067,0.0098402435,0.14367206
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0008\1_000_07_053.jpg,0.0005258485,0.0001304369,0.001956433,0.013706342,7.1616116e-05,0.00011531452,0.00060558086,0.0020502615,0.0008838401,8.0001824e-05,0.0054928577,0.00050935626,0.7208621,0.003328911,0.17785735
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618249\1_000_12442eae96-3271-4976-bed3-343fe71754f2.jpg,0.020042107,0.009733714,0.020102635,0.017006755,0.004630043,0.005210477,0.012075888,0.031229345,0.018518658,0.006378456,0.0028892872,0.012792115,0.87984127,0.026096968,0.069547534
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Fiona_Sept_2022\Source\22-1-5800\A0018\0_000_08_044.jpg,0.0012729252,0.00066626497,0.021607999,0.24369982,0.0003553219,0.0018676512,0.0025982687,0.0012741018,0.0016335619,0.0009510113,0.011452693,0.0015569468,0.5193322,0.0029462352,0.06327864
D:\ladidataset\ladi_v2_resized\v2\images_resized\9211\618172\DSC_201018494087-d59a-44ee-a04e-fb5eca0eab06.jpg,0.0016866638,0.0005201505,0.00064518297,0.026074478,0.00018760789,0.0018422814,0.0023187262,0.00018584721,0.021455377,4.7368885e-05,0.020142425,0.00021490965,0.9957163,0.23544689,0.9990043
D:\ladidataset\ladi_v2_resized\v2\images_resized\3041\241290\Hermine4_c76238e5-8f0b-4784-9e4f-4218e52e426c.jpg,0.0058552017,0.0023100378,0.053664953,0.3035052,4.6321173e-05,0.00061026594,0.0036370652,0.0013237875,0.22182414,0.005621739,0.090664975,0.035920117,0.8866782,0.0030191056,0.1791793
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\0_000_05_287.jpg,0.0,0.0,0.0,0.9997713,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.3211125e-20,1.0
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_KY_Flooding_July_2022\Source\22-1-5611\A0027\0_000_06_100.jpg,0.20621747,0.024174888,0.019568356,0.27263072,0.002205387,0.0017059344,0.004288088,0.054167815,0.07249558,0.002241879,0.094032444,0.008621272,0.64954597,0.0062656524,0.47439912
D:\ladidataset\ladi_v2_resized\v2\images_resized\9073\613586\DSC_1418_e171fb8f-27c6-455a-98b6-6f0b5778ece2.jpg,0.014829567,0.0028316758,0.011476724,0.8596798,0.000102797494,0.0027551202,0.0011938461,0.0008272341,0.01178516,0.0036403113,0.88404274,0.014458625,0.9200199,0.0012640577,0.17747474
D:\ladidataset\ladi_v2_resized\v2\images_resized\9211\618172\DSC_17757a13757d-28c8-4c9d-a0e6-aba12a5e4e86.jpg,0.0013705002,0.00094573793,0.05925784,0.13556193,0.0010199099,0.0037381523,0.008955344,0.010727624,0.024731705,0.0024381774,0.006543538,0.002000982,0.17593086,0.042207014,0.9770836
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\1_000_03_193.jpg,0.0034666655,2.9230057e-05,0.011771829,0.07086937,0.000121394085,0.00043801634,0.0042041936,0.006478419,0.00031110187,0.0001703254,0.70444053,0.0008198907,0.9221175,0.0076506515,0.0024568557
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0051\1_000_08_083.jpg,2.4937619e-36,1.2359083e-32,2.697331e-32,0.9828987,3.1819828e-31,2.398868e-36,0.0017356713,9.4763457e-29,1.900112e-18,0.0,1.0,4.502993e-21,1.0,4.0925167e-16,3.6934027e-13
D:\ladidataset\ladi_v2_resized\v2\images_resized\2016\70332\DSC_0622_af232140-0351-43cd-b1b7-601c2f4b4f9a.jpg,0.017903322,0.00084163004,0.0041511315,0.3299962,0.0006030518,0.00074851717,0.0026740665,0.0021130745,0.45036048,0.011477877,0.06340013,0.06843242,0.9775738,0.16073453,0.57983506
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618290\1_000_047267fc06-e04d-494a-a21d-4faa71743a63.jpg,6.853799e-05,0.00046639238,0.09918106,0.02264969,0.0008492039,0.00084011373,0.006760453,0.0022477992,0.028251762,0.0033134036,0.0034463152,0.0028138903,0.119201064,0.011512326,0.3479433
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0024A\0_000_14_009.jpg,0.023281714,0.0022490828,0.008960529,0.056967344,0.00033308085,0.0009892969,0.0024261614,0.011552931,0.0061674546,0.0072688996,0.029617475,0.0024430763,0.95219755,0.0020461474,0.041167125
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_VT_Flooding_Jul_2023\Source\23-1-5464\A0003_AerialNadir\CAP_4942.JPG,0.4086779,0.042335358,0.02692525,0.16805784,0.003970738,0.005252601,0.0064691883,0.010628616,0.0151982885,0.0050956295,0.11211669,0.11112209,0.48958397,0.00755496,0.16706856
D:\ladidataset\ladi_v2_resized\v2\images_resized\3045\291542\DSC_0315_b44c5644-64e4-4aeb-9893-2930c02da391.jpg,0.0029208586,0.0003655132,0.0023416749,0.0006250753,0.0005731726,0.00043252425,0.0005337142,0.002238596,0.0013604538,0.0001307016,0.0013264454,0.00037770922,0.039108906,0.0005437005,0.91176665
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0004\0_000_11_079.jpg,0.0048222723,0.0011316076,0.0018171888,0.85611475,2.2436509e-05,0.00021207413,0.0010714143,4.9372998e-06,0.0017079081,0.0008220314,0.9559127,0.000537123,0.9200986,8.678155e-05,0.8140283
D:\ladidataset\ladi_v2_resized\v2\images_resized\9073\613546\DSC_0794_1ba9c85c-9bea-4fa5-8f6a-81926169a7ef.jpg,0.00883436,0.0057279165,0.025318952,0.381836,0.005185827,0.017658552,0.0036077693,0.0067607635,0.36696422,0.024358146,0.33702648,0.009070827,0.8288191,0.02189993,0.5360472
D:\ladidataset\ladi_v2_resized\v2\images_resized\3042\291581\DSC_2789_54222430-d03b-450e-90b9-6654f3d902d7.jpg,0.021880338,0.004356934,0.25828487,0.8359097,0.0015996122,0.0013690569,0.007853362,0.0002426052,0.61208576,0.5130739,0.9986903,0.55114615,0.92972916,0.01119304,0.9911997
D:\ladidataset\ladi_v2_resized\v2\images_resized\3042\291499\DSC_9916_dccb5ea1-fb7d-41b5-90cc-5ac4d8bc35c9.jpg,0.013376724,0.0012579742,0.83133805,0.976394,0.030230992,0.15661119,0.22610393,0.5152618,0.00942697,0.09826503,0.03697117,0.0045129745,0.7498838,0.0339766,0.11665843
D:\ladidataset\ladi_v2_resized\v2\images_resized\3042\291601\DSC_6423_f53a4c82-671a-4c56-8ee4-960912eee283.jpg,0.008759921,0.000547413,0.035299502,0.0610258,0.007702638,0.00028900514,0.012620914,0.007371012,0.015447858,0.0042365952,0.0018549009,0.017667439,0.3593874,0.00229299,0.98755425
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_MS_Tornadoes_MAR_2023\Source\23-1-4838\A0008-B\1_000_01_061.jpg,0.015643252,0.0011508656,0.01662851,0.9189696,0.004055757,0.000827078,0.0056139827,0.008530663,0.0034572885,0.00094157393,0.09259413,0.0037219527,0.34355453,0.0036316914,0.020944843
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Fiona_Sept_2022\Source\22-1-5800\A0006\0_000_05_049.jpg,0.0049957857,0.0026377523,0.000803539,0.2963512,0.0014136024,0.004501475,0.0008171277,0.0016396116,0.0036893303,0.0030371104,0.9309739,0.0010165147,0.84187126,6.3101674e-05,0.016643362
D:\ladidataset\ladi_v2_resized\v2\images_resized\STG_Test_10062022\Source\Jeremy\ETWaldo1\1_001_02_068 - Copy.jpg,0.03214451,0.0008597125,0.0022309227,0.7695086,7.288846e-05,4.7022735e-05,0.00036954135,0.00025131518,0.0010496466,0.00035121804,0.8903185,0.00011618339,0.84883523,0.0005792732,0.14241049
D:\ladidataset\ladi_v2_resized\v2\images_resized\9074\613797\DSC_0697_4ea42517-3495-419e-bdf1-bc9483474ac9.jpg,0.67075497,0.027603272,0.06449343,0.27081913,0.013318987,0.030938966,0.045301963,0.037808284,0.048496023,0.047546275,0.6679388,0.070995145,0.9972018,0.0084778685,0.9915004
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618263\0_000_239a7c8397-7b8f-4b49-ab0d-c5f1342f7788.jpg,0.0036973963,0.00034986847,0.89902526,0.96500325,0.00010142421,0.00039655212,0.0025987742,0.00062592095,0.00025525063,0.0007098751,0.2969656,0.0023602028,0.8111311,0.0013332855,0.3812014
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0039c\0_000_19_147.jpg,0.001923572,0.0010144294,0.0011969786,0.031954158,0.0004248785,0.00030952028,0.0013696476,0.0032102987,0.0009800447,0.00074935646,0.03152231,0.003394105,0.41654292,0.0036540504,0.07822417
D:\ladidataset\ladi_v2_resized\v2\images_resized\9074\613727\DSC_0728_b024ec77-8c09-43ae-9cb3-6e1048f3e4bf.jpg,0.002910213,0.0012720913,0.06697488,0.17702635,0.018837668,0.008639165,0.094258554,0.0020193357,0.3196899,0.06060354,0.25264725,0.03639316,0.92743874,0.006752203,0.7790273
D:\ladidataset\ladi_v2_resized\v2\images_resized\9075\614012\A0035AP-_1e04b9fa-b83c-45ae-8024-4c4c217e3ffb.jpg,0.1133993,0.0040866667,0.7328493,0.9930894,0.0023806116,0.0051895333,0.00709366,0.0069918046,0.044418193,0.046608407,0.99228764,0.0058509093,0.92793,0.012796054,0.20949069
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0036\DSC_1284.JPG,0.49205992,0.0006469391,0.055842157,0.9926232,0.00033619555,0.00055469875,0.00035078803,0.00033311837,0.3092596,0.015912775,0.9832532,0.04089037,0.88925976,0.0028305654,0.37447593
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0050\1_000_01_332.jpg,0.028117614,0.0016035807,0.0031571744,0.85382164,0.0009517242,0.00014351417,0.0075157653,0.003198773,0.0003515207,6.189832e-05,0.65086746,0.00058398274,0.69368255,0.0013226093,0.06090034
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618225\0_000_03ae671ac7-ef12-4611-ad23-e7fa36c5f60e.jpg,0.059272584,0.0023419433,0.37829348,0.99074507,0.00011980061,0.00019034199,0.0008168241,0.008541843,0.006936496,9.102555e-05,0.94641733,0.0008144287,0.4863604,0.0034772886,0.20810999
D:\ladidataset\ladi_v2_resized\v2\images_resized\3045\291582\DSC_3151_dbd008f6-37d5-4365-b61f-87248a628219.jpg,0.00026107777,0.0010062137,0.0015481558,0.006491762,0.0008969252,0.000121796205,0.0017430593,0.006975224,0.0027298736,0.00031686013,0.003229759,0.00083804206,0.98358464,0.017040085,0.07553846
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_MS_Tornadoes_MAR_2023\Source\23-1-4838\A0008-B\1_000_01_038.jpg,0.06846851,0.0021265442,0.0014542228,0.81741834,0.004724511,0.004042506,0.0052852407,0.022194006,0.01979779,0.00091411796,0.3795163,0.011645551,0.85595053,0.016139874,0.25341266
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_PA_Storms_Aug_2023\Source\23-C-5603\A0004_AerialNadir\1_000_00_021.jpg,0.0022624698,0.00036119402,0.012794826,0.49955508,0.00060115283,0.00090327207,0.0006754153,0.015389399,0.0026794078,0.00080732664,0.10859486,0.006583226,0.56865704,0.00756651,0.027510881
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0023\1_000_01_032.jpg,0.07883843,0.009231573,0.008151193,0.26412967,0.0046777,0.0023473206,0.015944324,0.0070905145,0.011655609,0.0065563247,0.09334378,0.00050758116,0.8389652,0.27645665,0.1387242
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618263\0_000_25adac30a3-2fce-4230-82e2-9d6cd38be970.jpg,0.018756963,0.00979342,0.0008580543,0.10051064,0.001060701,0.0015465248,0.0035534597,0.005250188,0.0015827421,0.0033277408,0.123716965,0.03487145,0.17620549,0.002018013,0.13798063
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618261\1_000_1976e2a714-7127-4dfd-af92-1afeccca238f.jpg,0.00483264,0.001265267,0.002477127,0.094858564,0.0007548116,0.0009200558,0.0039986256,0.015640853,0.0020668074,0.0016639505,0.04163744,0.0023370497,0.4487016,0.0058239675,0.21150623
D:\ladidataset\ladi_v2_resized\v2\images_resized\3045\291603\A0034437_bc990cde-3a8b-4a3d-901a-66285d5f76e7.jpg,0.010444658,0.0030032208,0.0025220634,0.0007344395,0.0004939116,0.00020582128,0.0067751817,0.0016937129,0.0017851474,0.001125749,0.09579467,0.0010655426,0.9955448,0.009295498,0.01904175
